Text,Sentiment,Emotion
What a beautiful day!,Positive,Joy
This is so annoying!,Negative,Frustration
Wow, I didn't see that coming!,Positive,Surprise
Nothing makes me happy anymore.,Negative,Sadness
Everything makes me nervous.,Negative,Fear
Nothing is going my way.,Negative,Frustration
I love spending time with my family.,Positive,Joy
I am so frustrated with this!,Negative,Anger
That was an unexpected turn of events!,Positive,Surprise
I miss my best friend.,Negative,Sadness
This is so unfair!,Negative,Anger
This is such a pleasant surprise!,Positive,Surprise
I'm so mad right now!,Negative,Anger
I'm so mad right now!,Negative,Anger
I love spending time with my family.,Positive,Joy
This moment is so soothing.,Neutral,Calm
I am so frustrated with this!,Negative,Anger
Didn't expect this but I'm thrilled!,Positive,Surprise
I'm feeling at peace.,Neutral,Calm
That was an unexpected turn of events!,Positive,Surprise
Why does everything go wrong?,Negative,Anger
Why do they always do this?,Negative,Anger
Everything makes me nervous.,Negative,Fear
I don't know what will happen next.,Negative,Fear
Everything makes me nervous.,Negative,Fear
I can't believe it!,Positive,Surprise
I can't believe it!,Positive,Surprise
I'm so mad right now!,Negative,Anger
Why does everything go wrong?,Negative,Anger
Everything feels balanced.,Neutral,Calm
I'm so mad right now!,Negative,Anger
This is such a pleasant surprise!,Positive,Surprise
I can't believe it!,Positive,Surprise
I can't believe it!,Positive,Surprise
I don't know what will happen next.,Negative,Fear
This success means so much to me.,Positive,Joy
This is such a pleasant surprise!,Positive,Surprise
This is such a pleasant surprise!,Positive,Surprise
Why does everything go wrong?,Negative,Anger
I feel so down today.,Negative,Sadness
This situation is making me anxious.,Negative,Fear
Wow, I didn't see that coming!,Positive,Surprise
Just another normal day.,Neutral,Calm
Wow, I didn't see that coming!,Positive,Surprise
Just another normal day.,Neutral,Calm
This moment is so soothing.,Neutral,Calm
Everything is falling into place!,Positive,Joy
Nothing is going my way.,Negative,Frustration
I'm really scared about the future.,Negative,Fear
I feel unsafe.,Negative,Fear
Nothing makes me happy anymore.,Negative,Sadness
This is such a pleasant surprise!,Positive,Surprise
Everything is falling into place!,Positive,Joy
Silence is comforting today.,Neutral,Calm
Nothing is going my way.,Negative,Frustration
I feel so lonely.,Negative,Sadness
I'm tired of this struggle.,Negative,Frustration
I miss my best friend.,Negative,Sadness
I can't believe it!,Positive,Surprise
I feel unsafe.,Negative,Fear
I don't know what will happen next.,Negative,Fear
Just another normal day.,Neutral,Calm
Everything makes me nervous.,Negative,Fear
What a beautiful day!,Positive,Joy
Life feels so empty.,Negative,Sadness
I'm so mad right now!,Negative,Anger
Everything feels balanced.,Neutral,Calm
That was an unexpected turn of events!,Positive,Surprise
Why is this so difficult?,Negative,Frustration
I feel unsafe.,Negative,Fear
I'm tired of this struggle.,Negative,Frustration
Everything is falling into place!,Positive,Joy
Why do they always do this?,Negative,Anger
This is so annoying!,Negative,Frustration
I feel unsafe.,Negative,Fear
Everything makes me nervous.,Negative,Fear
I feel so lonely.,Negative,Sadness
I'm so mad right now!,Negative,Anger
I am so frustrated with this!,Negative,Anger
This success means so much to me.,Positive,Joy
That was an unexpected turn of events!,Positive,Surprise
Wow, I didn't see that coming!,Positive,Surprise
I just can't get this to work!,Negative,Frustration
Why is this so difficult?,Negative,Frustration
This is such a pleasant surprise!,Positive,Surprise
Wow, I didn't see that coming!,Positive,Surprise
Why is this so difficult?,Negative,Frustration
I don't know what will happen next.,Negative,Fear
I feel so down today.,Negative,Sadness
I'm tired of this struggle.,Negative,Frustration
I am so frustrated with this!,Negative,Anger
What a beautiful day!,Positive,Joy
Everything feels balanced.,Neutral,Calm
Everything makes me nervous.,Negative,Fear
Silence is comforting today.,Neutral,Calm
Everything makes me nervous.,Negative,Fear
Why do they always do this?,Negative,Anger
I am so frustrated with this!,Negative,Anger
Didn't expect this but I'm thrilled!,Positive,Surprise
Silence is comforting today.,Neutral,Calm
I love spending time with my family.,Positive,Joy
Silence is comforting today.,Neutral,Calm
What a beautiful day!,Positive,Joy
This success means so much to me.,Positive,Joy
Wow, I didn't see that coming!,Positive,Surprise
Everything feels balanced.,Neutral,Calm
I feel so lonely.,Negative,Sadness
Everything makes me nervous.,Negative,Fear
I'm feeling at peace.,Neutral,Calm
I feel so lonely.,Negative,Sadness
I'm feeling at peace.,Neutral,Calm
Life feels so empty.,Negative,Sadness
Why do they always do this?,Negative,Anger
Why do they always do this?,Negative,Anger
Why do they always do this?,Negative,Anger
Why does everything go wrong?,Negative,Anger
Why do they always do this?,Negative,Anger
That was an unexpected turn of events!,Positive,Surprise
Everything makes me nervous.,Negative,Fear
I miss my best friend.,Negative,Sadness
This is so unfair!,Negative,Anger
Life feels so empty.,Negative,Sadness
I just can't get this to work!,Negative,Frustration
I feel unsafe.,Negative,Fear
Everything makes me nervous.,Negative,Fear
Silence is comforting today.,Neutral,Calm
Nothing makes me happy anymore.,Negative,Sadness
Everything makes me nervous.,Negative,Fear
I just can't get this to work!,Negative,Frustration
Everything is falling into place!,Positive,Joy
I feel so down today.,Negative,Sadness
This moment is so soothing.,Neutral,Calm
I just can't get this to work!,Negative,Frustration
Everything is falling into place!,Positive,Joy
I can't believe it!,Positive,Surprise
Life feels so empty.,Negative,Sadness
I love spending time with my family.,Positive,Joy
I miss my best friend.,Negative,Sadness
I'm so mad right now!,Negative,Anger
I can't believe it!,Positive,Surprise
This is so annoying!,Negative,Frustration
I'm really scared about the future.,Negative,Fear
I am so frustrated with this!,Negative,Anger
This is so unfair!,Negative,Anger
I'm really scared about the future.,Negative,Fear
This success means so much to me.,Positive,Joy
Nothing is going my way.,Negative,Frustration
I'm so mad right now!,Negative,Anger
Just another normal day.,Neutral,Calm
Why do they always do this?,Negative,Anger
Nothing is going my way.,Negative,Frustration
I'm really scared about the future.,Negative,Fear
I am so frustrated with this!,Negative,Anger
Wow, I didn't see that coming!,Positive,Surprise
I feel unsafe.,Negative,Fear
Nothing is going my way.,Negative,Frustration
Didn't expect this but I'm thrilled!,Positive,Surprise
I am so frustrated with this!,Negative,Anger
I'm so mad right now!,Negative,Anger
I'm feeling at peace.,Neutral,Calm
I don't know what will happen next.,Negative,Fear
This is such a pleasant surprise!,Positive,Surprise
Why is this so difficult?,Negative,Frustration
I love spending time with my family.,Positive,Joy
I don't know what will happen next.,Negative,Fear
Didn't expect this but I'm thrilled!,Positive,Surprise
I just can't get this to work!,Negative,Frustration
Nothing is going my way.,Negative,Frustration
I'm feeling at peace.,Neutral,Calm
I'm really scared about the future.,Negative,Fear
Everything is falling into place!,Positive,Joy
This is such a pleasant surprise!,Positive,Surprise
I feel amazing today!,Positive,Joy
I feel so down today.,Negative,Sadness
Didn't expect this but I'm thrilled!,Positive,Surprise
This is so annoying!,Negative,Frustration
I am so frustrated with this!,Negative,Anger
This is so unfair!,Negative,Anger
I love spending time with my family.,Positive,Joy
I can't believe it!,Positive,Surprise
I am so frustrated with this!,Negative,Anger
Everything is falling into place!,Positive,Joy
Why do they always do this?,Negative,Anger
Silence is comforting today.,Neutral,Calm
Everything is falling into place!,Positive,Joy
Everything feels balanced.,Neutral,Calm
Silence is comforting today.,Neutral,Calm
I'm really scared about the future.,Negative,Fear
I feel amazing today!,Positive,Joy
That was an unexpected turn of events!,Positive,Surprise
That was an unexpected turn of events!,Positive,Surprise
That was an unexpected turn of events!,Positive,Surprise
Didn't expect this but I'm thrilled!,Positive,Surprise
I don't know what will happen next.,Negative,Fear
I feel so lonely.,Negative,Sadness
I don't know what will happen next.,Negative,Fear
Why does everything go wrong?,Negative,Anger
Why does everything go wrong?,Negative,Anger
I'm tired of this struggle.,Negative,Frustration
I miss my best friend.,Negative,Sadness
Everything is falling into place!,Positive,Joy
I feel so down today.,Negative,Sadness
I don't know what will happen next.,Negative,Fear
This moment is so soothing.,Neutral,Calm
Life feels so empty.,Negative,Sadness
This moment is so soothing.,Neutral,Calm
I don't know what will happen next.,Negative,Fear
I'm tired of this struggle.,Negative,Frustration
Why is this so difficult?,Negative,Frustration
Why do they always do this?,Negative,Anger
I am so frustrated with this!,Negative,Anger
Nothing makes me happy anymore.,Negative,Sadness
I can't believe it!,Positive,Surprise
I feel so down today.,Negative,Sadness
What a beautiful day!,Positive,Joy
This is so unfair!,Negative,Anger
I'm really scared about the future.,Negative,Fear
This is such a pleasant surprise!,Positive,Surprise
This situation is making me anxious.,Negative,Fear
This moment is so soothing.,Neutral,Calm
Everything makes me nervous.,Negative,Fear
This success means so much to me.,Positive,Joy
Life feels so empty.,Negative,Sadness
This situation is making me anxious.,Negative,Fear
This moment is so soothing.,Neutral,Calm
Wow, I didn't see that coming!,Positive,Surprise
I'm really scared about the future.,Negative,Fear
I love spending time with my family.,Positive,Joy
Life feels so empty.,Negative,Sadness
Why do they always do this?,Negative,Anger
I'm so mad right now!,Negative,Anger
Why do they always do this?,Negative,Anger
I'm feeling at peace.,Neutral,Calm
Everything is falling into place!,Positive,Joy
Why is this so difficult?,Negative,Frustration
Why do they always do this?,Negative,Anger
Nothing makes me happy anymore.,Negative,Sadness
